,brand,model,selling_price,km_driven,fuel,mileage,engine,seats,No_of_years
955,Tata,Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,180000,120000,Diesel,18.4,1248.0,5,12
956,Hyundai,Santa Fe 4WD AT,900000,80000,Diesel,13.01,2199.0,7,9
957,Mahindra,Thar DI 4X4,425000,63000,Diesel,18.06,2523.0,7,9
958,Chevrolet,Spark 1.0 LT,95000,120000,Petrol,18.0,995.0,5,14
959,Maruti,Swift Dzire VDI,811000,100000,Diesel,28.4,1248.0,5,5
960,Hyundai,Verna VTVT 1.6 SX Option,1100000,60000,Petrol,17.0,1591.0,5,5
961,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII,600000,90000,Diesel,13.58,2499.0,9,10
962,Maruti,Ertiga VDI,550000,50000,Diesel,20.77,1248.0,7,9
963,Mahindra,Scorpio S4 Plus 4WD,715000,70000,Diesel,15.4,2179.0,7,8
964,Tata,Indigo LS BSII,100000,120000,Diesel,16.1,1405.0,5,17
965,Mahindra,Scorpio EX,500000,195000,Diesel,14.0,2523.0,8,10
966,Maruti,Wagon R Stingray VXI,350000,40000,Petrol,20.51,998.0,5,10
967,Tata,Indica V2 DLS TC,100000,40000,Diesel,16.8,1405.0,5,15
968,Tata,Safari DICOR 2.2 EX 4x2,325000,120000,Diesel,13.93,2179.0,7,11
969,Maruti,Wagon R LXI BS IV,220000,360003,Petrol,18.9,998.0,5,11
970,Maruti,800 AC,55000,60000,Petrol,16.1,796.0,4,24
971,Renault,KWID RXT,330000,20000,Petrol,25.17,799.0,5,7
972,Mahindra,Bolero 2011-2019 EX NON AC,480000,37000,Diesel,15.96,2523.0,7,9
973,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,950000,57000,Diesel,25.1,1248.0,5,5
974,Hyundai,Verna Transform SX VGT CRDi,300000,110000,Diesel,16.2,1493.0,5,12
975,Hyundai,Verna Xi (Petrol),170000,110000,Petrol,13.9,1599.0,5,17
976,Toyota,Innova 2.5 EV (Diesel) PS 8 Seater BS IV,850000,120000,Diesel,12.99,2494.0,8,10
977,Tata,Tigor 2017-2020 XZ Plus Diesel,900000,8079,Diesel,24.7,1047.0,5,4
978,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,1325000,114368,Diesel,12.99,2494.0,7,8
979,Ford,Fiesta Classic 1.4 Duratorq CLXI,350000,79990,Diesel,17.8,1399.0,5,11
980,Ford,Figo Diesel Titanium,425000,81632,Diesel,20.0,1399.0,5,11
981,Ford,Aspire Titanium Diesel BSIV,600000,155201,Diesel,26.1,1498.0,5,7
982,Ford,Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,22.7,1498.0,5,9
983,Ford,Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,17.8,1399.0,5,11
984,Ford,Figo Titanium Diesel BSIV,325000,86017,Diesel,25.5,1498.0,5,13
985,Mahindra,XUV500 W8 2WD,900000,85036,Diesel,15.1,2179.0,7,10
986,Ford,EcoSport 1.5 TDCi Titanium BSIV,600000,125531,Diesel,22.77,1498.0,5,10
987,Hyundai,Verna VTVT 1.6 SX Option,1100000,10000,Petrol,17.0,1591.0,5,4
988,Tata,Tiago 1.2 Revotron XZ,520000,20000,Petrol,23.84,1199.0,5,6
989,Mahindra,Scorpio S10 7 Seater,885000,170000,Diesel,15.4,2179.0,7,8
990,Tata,Nexon 1.5 Revotorq XZA Plus DualTone,950000,40000,Diesel,21.5,1497.0,5,5
991,Honda,City 1.5 E MT,229999,120000,Petrol,17.0,1497.0,5,15
992,Maruti,Ritz VDi,409999,100000,Diesel,23.2,1248.0,5,10
993,Ford,Fiesta EXi 1.4 TDCi Ltd,300000,110000,Diesel,17.8,1399.0,5,12
994,Tata,Indica V2 DLG TC,175000,120000,Diesel,16.8,1405.0,5,15
995,Maruti,Alto LX,108000,206000,Petrol,19.7,796.0,5,23
996,Maruti,Celerio ZXI,425000,40000,Petrol,23.1,998.0,5,6
997,Chevrolet,Optra Magnum 2.0 LS,272000,170000,Diesel,16.52,1991.0,5,12
998,Hyundai,i10 Magna 1.1L,310000,70000,Petrol,19.81,1086.0,5,10
999,Hyundai,Creta 1.4 CRDi S Plus,1125000,105000,Diesel,21.38,1396.0,5,6
1000,Hyundai,Xcent 1.2 Kappa S Option,450000,46000,Petrol,19.1,1197.0,5,9
1001,Volkswagen,olo Diesel Highline 1.2L,388000,80000,Diesel,22.07,1199.0,5,12
1002,Hyundai,Verna Transform SX VTVT,400000,60000,Petrol,16.2,1599.0,5,12
1003,Honda,City i DTEC VX,760000,70000,Diesel,25.1,1498.0,5,8
1004,Maruti,Alto LXi,120000,90000,Petrol,19.7,796.0,5,14
1005,Maruti,Swift Dzire VDI,757000,25000,Diesel,28.4,1248.0,5,4
1006,Maruti,Alto 800 VXI,270000,53000,Petrol,22.74,796.0,5,8
1007,Tata,Sumo MKII GX BS IV,250000,90000,Diesel,13.55,2179.0,7,12
1008,Toyota,Innova Crysta 2.5 VX BS IV,800000,60000,Diesel,12.8,2494.0,7,12
1009,Toyota,Fortuner 4x2 Manual,1380000,150000,Diesel,13.0,2982.0,7,9
1010,Mahindra,Thar CRDe AC,700000,24000,Diesel,16.55,2498.0,6,9
1011,Honda,Mobilio S i DTEC,450000,100000,Diesel,24.2,1498.0,7,7
1012,Mahindra,KUV 100 G80 K8,650000,6000,Petrol,18.15,1198.0,6,5
1013,Mahindra,XUV500 W8 2WD,950000,49700,Diesel,15.1,2179.0,7,10
1014,Toyota,Innova 2.5 E Diesel MS 7-seater,626000,80000,Diesel,12.8,2494.0,7,16
1015,Maruti,Swift Dzire AMT VXI,600000,10000,Petrol,21.21,1197.0,5,4
1016,Renault,KWID RXT Optional,290000,21000,Petrol,25.17,799.0,5,4
1017,Maruti,Alto K10 2010-2014 VXI,215000,25000,Petrol,20.92,998.0,5,10
1018,Renault,KWID RXT Optional,250000,22000,Petrol,25.17,799.0,5,7
1019,Maruti,Ertiga SHVS ZDI Plus,750000,50000,Diesel,24.52,1248.0,7,6
1020,Maruti,Alto K10 VXI,250000,20000,Petrol,23.95,998.0,5,7
1021,Honda,BRV i-VTEC V CVT,950000,15000,Petrol,15.4,1497.0,7,6
1022,Ford,Figo Aspire 1.5 TDCi Titanium,793000,30000,Diesel,25.83,1498.0,5,5
1023,Hyundai,Creta 1.6 CRDi SX Option,750000,74000,Diesel,19.67,1582.0,5,8
1024,Honda,Jazz V CVT,725000,6550,Petrol,18.2,1199.0,5,6
1025,Hyundai,Grand i10 CRDi Sportz,480000,30000,Diesel,24.0,1120.0,5,7
1026,BMW,X6 xDrive30d,3750000,56000,Diesel,11.2,2993.0,4,10
1027,Maruti,Swift Dzire ZXI Plus,795000,41779,Petrol,21.21,1197.0,5,5
1028,Honda,Jazz 1.2 V i VTEC,625000,54000,Petrol,18.7,1199.0,5,7
1029,Mercedes-Benz,E-Class E250 CDI Avantgarde,2900000,31000,Diesel,13.0,2143.0,5,7
1030,Maruti,Ignis 1.3 AMT Zeta,625000,37000,Diesel,26.8,1248.0,5,6
1031,Chevrolet,Cruze LTZ AT,440000,90000,Diesel,18.1,1991.0,4,12
1032,Toyota,Corolla Altis 1.8 G,1400000,13534,Petrol,14.28,1798.0,5,5
1033,Toyota,Corolla Altis 1.8 VL AT,1450000,7000,Petrol,14.53,1794.0,5,6
1034,Mercedes-Benz,GLA Class 200 CDI SPORT,2700000,23000,Diesel,17.9,2143.0,5,6
1035,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,1925000,43000,Diesel,11.36,2755.0,8,4
1036,Kia,Seltos HTX Plus AT D,1900000,5000,Diesel,17.8,1493.0,5,3
1037,Maruti,Ciaz RS ZDi Plus SHVS,844999,70000,Diesel,28.09,1248.0,5,6
1038,Skoda,Rapid 1.5 TDI AT Style Plus,650000,99000,Diesel,21.66,1498.0,5,7
1039,Maruti,Swift ZXI 2018,750000,15000,Petrol,22.0,1197.0,5,5
1040,BMW,6 Series GT 630d Luxury Line,6000000,28156,Diesel,17.09,2993.0,4,5
1041,Honda,Jazz 1.2 SV i VTEC,610000,30000,Petrol,18.7,1199.0,5,8
1042,Toyota,Fortuner 2.8 2WD AT BSIV,2940000,100000,Diesel,12.9,2755.0,7,5
1043,Hyundai,Creta 1.6 CRDi SX,1150000,63309,Diesel,19.67,1582.0,5,6
1044,Toyota,Innova Crysta 2.8 ZX AT BSIV,1825000,94000,Diesel,11.36,2755.0,7,7
1045,Hyundai,Elite i20 Asta Option CVT BSIV,890000,29000,Petrol,17.4,1197.0,5,5
1046,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6,1999.0,5,6
1047,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1048,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1049,Tata,Safari Storme EX,503000,110000,Diesel,14.1,2179.0,7,8
1050,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1051,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1052,Maruti,Wagon R LXI,225000,58343,Petrol,21.79,998.0,5,10
1053,Maruti,Baleno Alpha 1.3,740000,38817,Diesel,27.39,1248.0,5,5
1054,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1055,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1056,Maruti,Swift AMT VVT VXI,650000,5621,Petrol,22.0,1197.0,5,4
1057,Toyota,Etios VX,625000,25538,Petrol,16.78,1496.0,5,6
1058,Maruti,Swift AMT ZXI,600000,69779,Petrol,22.0,1197.0,5,5
1059,Hyundai,Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0,1186.0,5,6
1060,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1061,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1062,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1063,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
1064,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
1065,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6,1999.0,5,6
1066,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1067,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1068,Tata,Safari Storme EX,503000,110000,Diesel,14.1,2179.0,7,8
1069,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1070,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1071,Maruti,Wagon R LXI,225000,58343,Petrol,21.79,998.0,5,10
1072,Maruti,Baleno Alpha 1.3,740000,38817,Diesel,27.39,1248.0,5,5
1073,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1074,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1075,Maruti,Swift AMT VVT VXI,650000,5621,Petrol,22.0,1197.0,5,4
1076,Toyota,Etios VX,625000,25538,Petrol,16.78,1496.0,5,6
1077,Maruti,Swift AMT ZXI,600000,69779,Petrol,22.0,1197.0,5,5
1078,Hyundai,Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0,1186.0,5,6
1079,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1080,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1081,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1082,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
1083,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
1084,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6,1999.0,5,6
1085,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1086,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1087,Tata,Safari Storme EX,503000,110000,Diesel,14.1,2179.0,7,8
1088,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1089,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1090,Maruti,Wagon R LXI,225000,58343,Petrol,21.79,998.0,5,10
1091,Maruti,Baleno Alpha 1.3,740000,38817,Diesel,27.39,1248.0,5,5
1092,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1093,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1094,Maruti,Swift AMT VVT VXI,650000,5621,Petrol,22.0,1197.0,5,4
1095,Toyota,Etios VX,625000,25538,Petrol,16.78,1496.0,5,6
1096,Maruti,Swift AMT ZXI,600000,69779,Petrol,22.0,1197.0,5,5
1097,Hyundai,Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0,1186.0,5,6
1098,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1099,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1100,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1101,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
1102,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
1103,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6,1999.0,5,6
1107,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1108,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1109,Maruti,Wagon R LXI,225000,58343,Petrol,21.79,998.0,5,10
1110,Maruti,Baleno Alpha 1.3,740000,38817,Diesel,27.39,1248.0,5,5
1111,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1112,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1113,Maruti,Swift AMT VVT VXI,650000,5621,Petrol,22.0,1197.0,5,4
1114,Toyota,Etios VX,625000,25538,Petrol,16.78,1496.0,5,6
1115,Maruti,Swift AMT ZXI,600000,69779,Petrol,22.0,1197.0,5,5
1116,Hyundai,Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0,1186.0,5,6
1117,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1118,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1119,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1120,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
1121,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
1122,Tata,Indigo CS eLX BS IV,385000,155000,Diesel,25.0,1396.0,5,6
1123,Maruti,Celerio ZXI AT,400000,35000,Petrol,23.1,998.0,5,7
1124,Hyundai,Grand i10 1.2 CRDi Sportz Option,550000,50000,Diesel,24.0,1186.0,5,5
1125,Chevrolet,Tavera Neo LS B3 - 7(C) seats BSIII,270000,185000,Diesel,14.8,2499.0,7,13
1126,Tata,Indigo CS LS (TDI) BS III,200000,175000,Diesel,19.09,1396.0,5,10
1127,Renault,KWID RXT Optional,310000,11500,Petrol,25.17,799.0,5,7
1128,Hyundai,Xcent 1.2 CRDi S,700000,3000,Diesel,25.4,1186.0,5,4
1129,Chevrolet,Sail LT ABS,480000,80000,Diesel,22.1,1248.0,5,8
1130,Maruti,Alto LXI,90000,40000,Petrol,19.7,796.0,5,18
1131,Maruti,Alto LXI,80000,40000,Petrol,19.7,796.0,5,18
1132,Maruti,Ritz VDi,350000,90000,Diesel,23.2,1248.0,5,8
1133,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,600000,100000,Diesel,23.65,1248.0,5,6
1134,Mahindra,Scorpio M2DI,350000,120000,Diesel,13.5,2179.0,5,12
1135,Maruti,Vitara Brezza VDi Option,770000,50000,Diesel,24.3,1248.0,5,5
1136,Mahindra,Verito 1.5 D6 BSIV,350000,25000,Diesel,21.03,1461.0,5,11
1137,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,600000,50000,Diesel,12.05,2179.0,8,12
1138,Mahindra,TUV 300 T8,750000,71000,Diesel,18.49,1493.0,7,7
1139,Maruti,Wagon R VXI BS IV,340000,40000,Petrol,20.51,998.0,5,7
1140,Hyundai,Elite i20 Petrol Sportz,650000,31800,Petrol,18.6,1197.0,5,5
1141,Hyundai,i10 Sportz,300000,65000,Petrol,20.36,1197.0,5,9
1142,Maruti,Alto 800 LXI,204999,15000,Petrol,22.74,796.0,5,9
1143,Mahindra,Verito 1.5 D4 BSIII,254999,70000,Diesel,20.8,1461.0,5,11
1144,Ford,Figo Aspire 1.2 Ti-VCT Titanium,650000,5000,Petrol,18.16,1196.0,5,6
1145,Hyundai,EON Magna Plus,280000,50000,Petrol,21.1,814.0,5,6
1146,Tata,Indica V2 DLS,100000,80000,Diesel,17.2,1396.0,5,12
1147,Chevrolet,Tavera Neo 3 9 Str BSIII,575000,70000,Diesel,13.58,2499.0,9,9
1148,Maruti,Vitara Brezza VDi,780000,40000,Diesel,24.3,1248.0,5,6
1149,Mahindra,Bolero 2011-2019 ZLX,467000,157000,Diesel,15.96,2523.0,7,10
1150,Mahindra,Scorpio S10 7 Seater,1050000,90000,Diesel,15.4,2179.0,7,8
1151,Hyundai,i10 Magna 1.1L,225000,80000,Petrol,19.81,1086.0,5,12
1152,Mahindra,Verito 1.5 D4 BSIV,260000,70000,Diesel,21.03,1461.0,5,11
1153,Chevrolet,Spark 1.0 E,90000,50000,Petrol,16.0,995.0,5,14
1154,Ford,Figo Diesel ZXI,280000,60000,Diesel,20.0,1399.0,5,11
1155,Mahindra,Verito 1.5 D4 BSIII,350000,106000,Diesel,20.8,1461.0,5,9
1156,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,229999,80000,Diesel,10.5,2179.0,7,17
1157,Mahindra,Bolero 2011-2019 DI NON AC BS III White,550000,80000,Diesel,15.96,2523.0,9,7
1158,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,850000,110000,Diesel,12.99,2494.0,8,10
1159,Mahindra,Bolero DI,370000,120000,Diesel,13.6,2523.0,7,12
1160,Maruti,Alto K10 LXI,250000,27000,Petrol,20.92,998.0,5,10
1161,Maruti,Alto LXi,95000,70000,Petrol,19.7,796.0,5,16
1162,Maruti,Wagon R LXI Minor,180000,70000,Petrol,18.9,1061.0,5,13
1163,Mahindra,NuvoSport N8 AMT,650000,50000,Diesel,17.45,1493.0,7,7
1164,Hyundai,Xcent 1.2 CRDi E,530000,60000,Diesel,25.4,1186.0,5,5
1165,Maruti,Swift VVT ZXI,610000,15000,Petrol,22.0,1197.0,5,6
1166,Mahindra,Xylo E4 8S,265000,135000,Diesel,14.0,2498.0,8,13
1167,Tata,Tiago 1.2 Revotron XZ WO Alloy,560000,26300,Petrol,23.84,1199.0,5,5
1168,Mahindra,Bolero 2011-2019 SLE,430000,120000,Diesel,15.96,2523.0,7,9
1169,Maruti,Swift Dzire VDI,711000,35000,Diesel,28.4,1248.0,5,6
1170,Maruti,Swift Dzire VXI,511000,30000,Petrol,20.85,1197.0,5,8
1171,Mahindra,Bolero 2011-2019 ZLX,450000,165000,Diesel,15.96,2523.0,7,11
1172,Tata,Zest Revotron 1.2 XT,325000,50000,Petrol,17.57,1193.0,5,8
1173,Renault,Scala Diesel RxZ,434999,120000,Diesel,21.64,1461.0,5,10
1174,Ford,Figo Diesel LXI,210000,100000,Diesel,20.0,1399.0,5,13
1175,Maruti,SX4 Vxi BSIII,160000,120000,Petrol,15.0,1586.0,5,16
1176,Maruti,Ertiga VXI Limited Edition,650000,70000,Petrol,17.5,1373.0,7,6
1177,Hyundai,i20 Sportz 1.2,320000,72000,Petrol,18.6,1197.0,5,9
1178,Renault,KWID Climber 1.0 MT,290000,50000,Petrol,23.01,999.0,5,6
1179,Tata,Nano CX,80000,30000,Petrol,25.4,624.0,4,10
1180,Tata,Safari Storme EX,1100000,20000,Diesel,14.1,2179.0,7,6
1181,Maruti,Ciaz ZDi Plus,600000,110000,Diesel,26.21,1248.0,5,8
1182,Renault,KWID RXT,340000,25000,Petrol,25.17,799.0,5,6
1183,Toyota,Innova 2.5 G (Diesel) 7 Seater,750000,120000,Diesel,12.99,2494.0,7,9
1184,Maruti,Alto LX,100000,40000,Petrol,19.7,796.0,5,17
1185,Renault,KWID RXT Optional,395000,10000,Petrol,25.17,799.0,5,4
1186,Maruti,Wagon R VXI Minor,200000,65000,Petrol,18.9,1061.0,5,13
1187,Maruti,Eeco CNG 5 Seater AC BSIV,450000,10000,CNG,21.94,1196.0,5,4
1188,Mahindra,Verito 1.4 G4 BSIV,180000,110000,Petrol,13.87,1390.0,5,11
1189,Mahindra,Bolero DI,190000,120000,Diesel,13.6,2523.0,7,15
1190,Maruti,Eeco 5 Seater AC BSIV,310000,72000,Petrol,15.37,1196.0,5,8
1191,Maruti,Ritz VDi,351000,89100,Diesel,23.2,1248.0,5,9
1192,Chevrolet,Optra 1.6 LT Royale,190000,94000,Petrol,17.4,1599.0,5,17
1193,Hyundai,EON Magna Plus,225000,120000,Petrol,21.1,814.0,5,8
1194,Chevrolet,Spark 1.0 LT,130000,110000,Petrol,16.2,995.0,5,11
1195,Maruti,Ciaz Alpha Diesel,1000000,50000,Diesel,28.09,1248.0,5,5
1196,Tata,Indica V2 DLS TC,55000,90000,Diesel,16.8,1405.0,5,19
1197,Chevrolet,Sail 1.2 LT ABS,330000,23000,Petrol,18.2,1199.0,5,9
1198,Maruti,Omni MPI STD BSIV,166000,50000,Petrol,16.8,796.0,5,10
1199,Mahindra,Xylo D4 BSIII,200000,300000,Diesel,14.0,2498.0,8,10
1200,Maruti,Alto K10 2010-2014 VXI,140000,50000,Petrol,20.92,998.0,5,12
1201,Maruti,Eeco CNG 5 Seater AC BSIV,370000,140000,CNG,21.94,1196.0,5,6
1202,Hyundai,Elite i20 Sportz Plus CVT BSIV,720000,16000,Petrol,17.4,1197.0,5,4
1203,Hyundai,i20 Active 1.4,500000,126000,Diesel,21.19,1396.0,5,8
1204,Hyundai,Xcent 1.2 VTVT SX,570000,15000,Petrol,20.14,1197.0,5,4
1205,Maruti,Swift Dzire 1.2 Vxi BSIV,210000,200000,Petrol,17.5,1197.0,5,13
1206,Maruti,Alto LXi,120000,120000,Petrol,19.7,796.0,5,14
1207,Hyundai,Getz GLX,95000,120000,Petrol,15.3,1341.0,5,18
1208,Hyundai,i10 Sportz AT,196000,110000,Petrol,16.95,1197.0,5,13
1209,Maruti,Eeco 5 Seater AC BSIV,392000,38000,Petrol,15.37,1196.0,5,7
1210,Tata,Manza Aura Plus Safire,150000,104000,Petrol,15.0,1368.0,5,13
1211,Honda,BR-V i-VTEC E MT,595000,120000,Petrol,15.4,1497.0,7,6
1212,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,833000,35000,Diesel,24.3,1248.0,5,5
1213,Maruti,Swift VDI,280000,210000,Diesel,22.9,1248.0,5,12
1214,Maruti,800 Std BSII,35000,35000,Petrol,16.1,796.0,4,20
1215,Maruti,Ritz VDi,180000,85000,Diesel,21.1,1248.0,5,14
1216,Maruti,Wagon R VXi BSII,225000,80000,Petrol,18.9,998.0,5,11
1217,Mercedes-Benz,New C-Class 220 CDI AT,1400000,50000,Diesel,14.84,2143.0,5,11
1218,Hyundai,i20 Era Diesel,340000,40000,Diesel,23.0,1396.0,5,14
1219,Toyota,Innova 2.5 GX 8 STR,550000,216000,Diesel,12.8,2494.0,8,13
1220,Maruti,Wagon R VXI BS IV,400000,65000,Petrol,20.51,998.0,5,6
1221,Hyundai,Getz GLE,90000,100000,Petrol,15.3,1341.0,5,17
1222,Maruti,Ciaz VDi Plus SHVS,650000,84000,Diesel,28.09,1248.0,5,8
1223,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,730000,210000,Diesel,12.99,2494.0,7,11
1224,Chevrolet,Aveo U-VA 1.2 LS,125000,60000,Petrol,15.26,1150.0,5,13
1225,Hyundai,Getz GLE,81000,100000,Petrol,15.3,1341.0,5,17
1226,Maruti,Swift Glam,170000,78000,Petrol,16.1,1298.0,5,16
1227,Honda,City 1.5 EXI,81000,161000,Petrol,13.0,1493.0,5,21
1228,Maruti,Alto LX,95000,70000,Petrol,19.7,796.0,5,18
1229,Tata,Nano Cx BSIV,55000,50000,Petrol,26.0,624.0,4,13
1230,Renault,Lodgy World Edition 110PS,880000,65000,Diesel,19.98,1461.0,8,6
1231,Renault,KWID RXL,200000,50000,Petrol,25.17,799.0,5,8
1232,Maruti,Wagon R VXI 1.2,480000,25000,Petrol,20.52,1197.0,5,4
1233,Mahindra,Bolero 2011-2019 Plus AC,480000,100000,Diesel,15.96,2523.0,9,10
1234,Hyundai,i20 1.2 Asta,700000,6000,Petrol,18.6,1197.0,5,5
1235,Honda,BRV i-DTEC V MT,850000,72113,Diesel,21.9,1498.0,7,7
1236,Tata,Indigo CR4,300000,40000,Diesel,23.57,1396.0,5,11
1237,Hyundai,i20 1.2 Asta Option,650000,8000,Petrol,18.6,1197.0,5,6
1238,Maruti,Ritz VXI,220000,20000,Petrol,21.1,1197.0,5,13
1239,Tata,Indigo CS LS (TDI) BS-III,300000,45000,Diesel,19.09,1405.0,5,9
1240,Maruti,Swift Dzire VDI,450000,80000,Diesel,23.4,1248.0,5,9
1241,Maruti,Swift VDI BSIV,400000,90000,Diesel,25.2,1248.0,5,9
1242,Maruti,S-Cross 2017-2020 Alpha DDiS 200 SH,1030000,25000,Diesel,25.1,1248.0,5,5
1243,Tata,Manza Aura Quadrajet,190000,100000,Diesel,18.8,1248.0,5,13
1244,Ford,Fiesta 1.4 Duratec EXI,140000,60000,Petrol,16.6,1388.0,5,17
1245,Hyundai,i20 Active S Diesel,800000,30000,Diesel,21.19,1396.0,5,5
1246,Mahindra,Scorpio LX 2.6 Turbo,229999,120000,Diesel,10.5,2609.0,7,16
1247,Tata,Safari DICOR 2.2 EX 4x2,300000,80000,Diesel,13.93,2179.0,7,12
1248,Volkswagen,ento Diesel Highline,375000,69000,Diesel,20.54,1598.0,5,12
1249,Chevrolet,Beat LT,140000,75000,Petrol,18.6,1199.0,5,13
1250,Maruti,Alto LX,60000,113000,Petrol,19.7,796.0,5,19
1251,Hyundai,Xcent 1.1 CRDi S Option,420000,90000,Diesel,24.4,1120.0,5,9
1252,Renault,Pulse RxZ,300000,100000,Diesel,23.08,1461.0,5,11
1253,Tata,Indica Vista Quadrajet VX,150000,110000,Diesel,22.3,1248.0,5,11
1254,Ford,EcoSport 1.5 TDCi Titanium Plus BSIV,600000,90000,Diesel,22.77,1498.0,5,8
1255,Ford,Figo Diesel Titanium,204999,100000,Diesel,20.0,1399.0,5,12
1256,Hyundai,Xcent 1.2 CRDi SX,625000,50000,Diesel,25.4,1186.0,5,6
1257,Fiat,Grande Punto 1.3 Emotion Pack 90HP (Diesel),280000,200000,Diesel,20.5,1248.0,5,12
1258,Hyundai,Santa Fe 2WD AT,1050000,146000,Diesel,13.01,2199.0,7,9
1259,Chevrolet,Optra Magnum 1.6 LT Petrol,250000,80000,Petrol,12.9,1598.0,5,14
